phase,run_id,unit_id,trial_id,mode,model_config,condition,cluster,repeat_index,source_ref,artifact_id,event_id,value_type,observed_origins,reference_origins,tp,fp,fn,depth,depth_basis,reference_basis
f,run-ddd1f75f0d055b1fb1b5ee07,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s04-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s04-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s04,3,datasets/t17-v2/stages/f/core-trials.jsonl#L102,artifact-a567d944a99d8821,event-63488e4d3644ddd2,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-ddd1f75f0d055b1fb1b5ee07,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s04-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s04-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s04,3,datasets/t17-v2/stages/f/core-trials.jsonl#L102,artifact-948cafcd1aa2ee96,event-dbe0b6d69d4a50fa,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-ddd1f75f0d055b1fb1b5ee07,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s04-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s04-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s04,3,datasets/t17-v2/stages/f/core-trials.jsonl#L102,artifact-76d089000d2e31b9,event-2e42405d9afd1580,skill_output,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-87dda7be168b150b1ac16132,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,1,datasets/t17-v2/stages/f/core-trials.jsonl#L103,artifact-67fd2609546eb709,event-7dcd9f12d91ec385,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-87dda7be168b150b1ac16132,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,1,datasets/t17-v2/stages/f/core-trials.jsonl#L103,artifact-8e2d94085aa12540,event-026eb30775f4f7c9,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-87dda7be168b150b1ac16132,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,1,datasets/t17-v2/stages/f/core-trials.jsonl#L103,artifact-07cd612f30c733e1,event-10471209327709a5,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-87dda7be168b150b1ac16132,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,1,datasets/t17-v2/stages/f/core-trials.jsonl#L103,artifact-6d5f2928f6b3f55d,event-ab8d1d45d38e8002,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-87dda7be168b150b1ac16132,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,1,datasets/t17-v2/stages/f/core-trials.jsonl#L103,artifact-6429ebd41f6dce58,event-60ef7ba0e4af63fe,skill_output,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-40d1e36dac58b8255ec6193c,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,2,datasets/t17-v2/stages/f/core-trials.jsonl#L104,artifact-c5c31cad8dd54081,event-f58ad8a28118bf87,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-40d1e36dac58b8255ec6193c,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,2,datasets/t17-v2/stages/f/core-trials.jsonl#L104,artifact-5f1dd31ddce5a6e2,event-36988037d0656017,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-40d1e36dac58b8255ec6193c,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,2,datasets/t17-v2/stages/f/core-trials.jsonl#L104,artifact-366bf5f420955de3,event-127fc7c6a0575aff,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-40d1e36dac58b8255ec6193c,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,2,datasets/t17-v2/stages/f/core-trials.jsonl#L104,artifact-22a563f1ae443532,event-8ccecc581f93a0f9,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-40d1e36dac58b8255ec6193c,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,2,datasets/t17-v2/stages/f/core-trials.jsonl#L104,artifact-9864f9d1dd1e0dcb,event-79b4ac06a150a9b4,skill_output,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-d08be3da5246b8b46220e93e,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,3,datasets/t17-v2/stages/f/core-trials.jsonl#L105,artifact-3e1c6eae4c716c9e,event-d591dbee47b82317,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-d08be3da5246b8b46220e93e,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,3,datasets/t17-v2/stages/f/core-trials.jsonl#L105,artifact-cf2dabe68888d392,event-61f01775fe5e11ae,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-d08be3da5246b8b46220e93e,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,3,datasets/t17-v2/stages/f/core-trials.jsonl#L105,artifact-05eadaaf41c2179a,event-ee3b0355aafb5e4e,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-d08be3da5246b8b46220e93e,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,3,datasets/t17-v2/stages/f/core-trials.jsonl#L105,artifact-af80870ca5b0f682,event-13d5445c65136447,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-d08be3da5246b8b46220e93e,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p10-s05-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s05,3,datasets/t17-v2/stages/f/core-trials.jsonl#L105,artifact-af30214e3fd496a1,event-c9cf87d2e53f9759,skill_output,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-71e4202763020556,event-7b5df3f6f9dbdc8c,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-6b3451fc47a05ded,event-02ca26987b998d0b,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-19373c5d5d81e4d5,event-4267cecb48f4e477,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-d7dbb2215f0cd2f1,event-28fde6d2a75ce94e,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-d0a73bfc2d8ddfc5,event-9fdaf59553c038d7,tool_arg,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-840aa26d9aa30372,event-54bd6258ae955340,tool_return,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-540985516fefe8a2c67b201e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/f/core-trials.jsonl#L106,artifact-4d0ff0101f68ba9e,event-d88845b31aed6c31,skill_output,"[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]","[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-064dd9c08dd999f2,event-31c22b5473ec7ed0,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-fcf2514f629187ed,event-f833e000da4ba34c,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-f614db4a5d5a1451,event-51a25b83c997f77d,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-7b29834690efa7a7,event-b21152d648b7d340,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-74edffc00040fb7f,event-3fbd548d1488e4b3,tool_arg,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-82d9fe5f304e9882,event-9b2e38be2404d9f0,tool_return,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-91ec97348d12c31afc3e92d2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,2,datasets/t17-v2/stages/f/core-trials.jsonl#L107,artifact-f8888713ac85e523,event-597f9f87ab16c9af,skill_output,"[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]","[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-6a6a574f106a4e41,event-602cb44895c2fc8b,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-784f3bf96dc6da15,event-b91c3dafe9424910,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-a5efa5268370c194,event-be030268360ba9b9,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-c5b2672f2c13c142,event-a9f0602b117beaef,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-8a55d44eec3f2e37,event-e4fb3112015b2a70,tool_arg,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-801c11a9ab928544,event-efc9eb75f6215181,tool_return,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-4501c99d369adfa58ec51771,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s01-r3,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,3,datasets/t17-v2/stages/f/core-trials.jsonl#L108,artifact-57c408917f1ab908,event-df016d154d936330,skill_output,"[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]","[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-7fee0b037ac31780,event-880bcec55364adef,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-a870865cae98004e,event-e95a78f5a76aae01,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-bcf266b0bc666524,event-34832a59a6eff283,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-16f2d6fda00127a2,event-764361e09ca9b632,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-79746ac33a5841ea,event-e154f585febc3304,tool_arg,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-829779feaa6ff76a,event-2902d9d5717a9cc3,tool_return,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-5874ca22df8f36ed038c8e8e,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,1,datasets/t17-v2/stages/f/core-trials.jsonl#L109,artifact-18062d33e946b609,event-21cf7a245b949d78,skill_output,"[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]","[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-71f2455d860fb6652084e17c,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,2,datasets/t17-v2/stages/f/core-trials.jsonl#L110,artifact-21b5f323c4f5824b,event-10ba1814908611e0,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-71f2455d860fb6652084e17c,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,2,datasets/t17-v2/stages/f/core-trials.jsonl#L110,artifact-7338664cea7d69b9,event-f6bbe82e4185d6bb,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-71f2455d860fb6652084e17c,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,2,datasets/t17-v2/stages/f/core-trials.jsonl#L110,artifact-1308e2669072de67,event-6e93853dc9272020,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
f,run-71f2455d860fb6652084e17c,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s02-r2,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s02,2,datasets/t17-v2/stages/f/core-trials.jsonl#L110,artifact-59d379ae48f55449,event-366a09d69b1ae15c,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
