split,family_id,mechanism,metric,policy,budget,observations,oracle_point,oracle_unknown,oracle_not_applicable,point,bounded,unknown,not_applicable,error,infeasible,answered_oracle_point,correct_point,wrong_point,wrong_safe,full_comparable,full_agree,full_point_comparable,full_point_agree,feasible,charged_total_bytes,initial_bytes,visible_json_bytes,acquired_channels,evidence_fields,evidence_events,correct_point_coverage,wrong_point_rate,selective_error_rate,wrong_safe_rate,point_coverage,unknown_rate,bounded_rate,not_applicable_rate,error_rate,infeasible_rate,reference_coverage,reference_unknown_rate,reference_not_applicable_rate,full_state_agreement,full_point_agreement,mean_charged_bytes_feasible,mean_initial_bytes,mean_visible_json_bytes,mean_acquired_channels,mean_evidence_fields,mean_evidence_events,query_count,unit_count,averaged_query_conditions
development,D06_revoked_cache,ALL,UEA,global_fixed,72264,56.0,56.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,21.0,16.0,16.0,0.0,0.0,56.0,16.0,16.0,16.0,35.0,2227877.6666666665,3517432.0,128855.33333333333,443.3333333333333,2635.0,51.333333333333336,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.3392857142857143,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.2857142857142857,1.0,63653.64761904762,62811.28571428572,2300.988095238095,7.916666666666666,47.05357142857143,0.9166666666666667,4,4,56
development,D06_revoked_cache,ALL,UEA,global_fixed,72267,56.0,56.0,0.0,0.0,23.0,0.0,21.333333333333332,0.0,0.0,11.666666666666666,23.0,23.0,0.0,0.0,56.0,23.0,23.0,23.0,44.333333333333336,2914639.0,3517432.0,129226.33333333333,444.0,2642.3333333333335,51.666666666666664,0.4107142857142857,0.0,0.0,0.0,0.4107142857142857,0.38095238095238093,0.0,0.0,0.0,0.20833333333333331,1.0,0.0,0.0,0.4107142857142857,1.0,65743.73684210525,62811.28571428572,2307.613095238095,7.928571428571429,47.18452380952381,0.9226190476190476,4,4,56
development,D06_revoked_cache,ALL,UEA,global_fixed,73290,56.0,56.0,0.0,0.0,36.0,0.0,20.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,56.0,36.0,36.0,36.0,56.0,3784696.0,3517432.0,130081.66666666667,444.0,2659.6666666666665,51.666666666666664,0.6428571428571429,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6428571428571429,1.0,67583.85714285714,62811.28571428572,2322.886904761905,7.928571428571429,47.49404761904761,0.9226190476190476,4,4,56
development,D06_revoked_cache,ALL,UEA,global_fixed,76363,56.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,4008269.3333333335,3517432.0,139462.0,464.0,2855.6666666666665,56.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,71576.23809523809,62811.28571428572,2490.3928571428573,8.285714285714286,50.99404761904761,1.0,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3517432.0,120972.0,418.0,2461.3333333333335,46.666666666666664,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,62811.28571428572,2160.214285714286,7.464285714285714,43.952380952380956,0.8333333333333333,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,39499,56.0,56.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,151844.0,3517432.0,121568.66666666667,421.6666666666667,2475.6666666666665,47.666666666666664,0.0,0.0,,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,1.0,0.0,0.0,0.0,,37961.0,62811.28571428572,2170.8690476190477,7.529761904761905,44.20833333333333,0.8511904761904762,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,50761,56.0,56.0,0.0,0.0,1.6666666666666665,0.0,5.666666666666666,0.0,0.0,48.666666666666664,1.6666666666666665,1.6666666666666665,0.0,0.0,56.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,7.333333333333333,344599.3333333333,3517432.0,122719.0,426.6666666666667,2498.6666666666665,49.666666666666664,0.02976190476190476,0.0,0.0,0.0,0.02976190476190476,0.10119047619047618,0.0,0.0,0.0,0.869047619047619,1.0,0.0,0.0,0.02976190476190476,1.0,46990.818181818184,62811.28571428572,2191.410714285714,7.6190476190476195,44.61904761904761,0.8869047619047619,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,58954,56.0,56.0,0.0,0.0,4.333333333333333,0.0,8.666666666666666,0.0,0.0,43.0,4.333333333333333,4.333333333333333,0.0,0.0,56.0,4.333333333333333,4.333333333333333,4.333333333333333,13.0,697781.0,3517432.0,125162.66666666667,430.3333333333333,2549.3333333333335,50.333333333333336,0.07738095238095237,0.0,0.0,0.0,0.07738095238095237,0.15476190476190474,0.0,0.0,0.0,0.7678571428571429,1.0,0.0,0.0,0.07738095238095237,1.0,53675.46153846154,62811.28571428572,2235.0476190476193,7.684523809523809,45.523809523809526,0.8988095238095238,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,62026,56.0,56.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,35.0,10.0,10.0,0.0,0.0,56.0,10.0,10.0,10.0,21.0,1248935.6666666667,3517432.0,127965.0,435.6666666666667,2616.3333333333335,50.666666666666664,0.17857142857142858,0.0,0.0,0.0,0.17857142857142858,0.19642857142857142,0.0,0.0,0.0,0.625,1.0,0.0,0.0,0.17857142857142858,1.0,59473.12698412699,62811.28571428572,2285.089285714286,7.779761904761905,46.720238095238095,0.9047619047619048,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,66121,56.0,56.0,0.0,0.0,24.0,0.0,11.0,0.0,0.0,21.0,24.0,24.0,0.0,0.0,56.0,24.0,24.0,24.0,35.0,2200229.6666666665,3517432.0,128861.33333333333,437.3333333333333,2622.6666666666665,51.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.19642857142857142,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.42857142857142855,1.0,62863.70476190476,62811.28571428572,2301.095238095238,7.809523809523809,46.83333333333333,0.9107142857142857,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,72264,56.0,56.0,0.0,0.0,24.666666666666668,0.0,10.333333333333334,0.0,0.0,21.0,24.666666666666668,24.666666666666668,0.0,0.0,56.0,24.666666666666668,24.666666666666668,24.666666666666668,35.0,2207397.6666666665,3517432.0,129343.66666666667,436.0,2633.6666666666665,51.666666666666664,0.4404761904761905,0.0,0.0,0.0,0.4404761904761905,0.18452380952380953,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.4404761904761905,1.0,63068.504761904755,62811.28571428572,2309.7083333333335,7.785714285714286,47.029761904761905,0.9226190476190476,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,72267,56.0,56.0,0.0,0.0,32.0,0.0,12.333333333333334,0.0,0.0,11.666666666666666,32.0,32.0,0.0,0.0,56.0,32.0,32.0,32.0,44.333333333333336,2884260.3333333335,3517432.0,129396.66666666667,436.6666666666667,2634.6666666666665,51.666666666666664,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,0.22023809523809526,0.0,0.0,0.0,0.20833333333333331,1.0,0.0,0.0,0.5714285714285714,1.0,65058.503759398496,62811.28571428572,2310.654761904762,7.797619047619048,47.047619047619044,0.9226190476190476,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,73290,56.0,56.0,0.0,0.0,44.0,0.0,12.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,56.0,44.0,44.0,44.0,56.0,3739640.0,3517432.0,129403.66666666667,436.6666666666667,2634.3333333333335,51.666666666666664,0.7857142857142857,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7857142857142857,1.0,66779.28571428571,62811.28571428572,2310.779761904762,7.797619047619048,47.04166666666667,0.9226190476190476,4,4,56
development,D06_revoked_cache,ALL,UEA,metric_static,76363,56.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,3869005.3333333335,3517432.0,134369.33333333334,448.6666666666667,2737.6666666666665,56.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69089.38095238096,62811.28571428572,2399.452380952381,8.011904761904763,48.88690476190476,1.0,4,4,56
development,D06_revoked_cache,ALL,UEA,random,0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3517432.0,120972.0,418.0,2461.3333333333335,46.666666666666664,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,62811.28571428572,2160.214285714286,7.464285714285714,43.952380952380956,0.8333333333333333,4,4,56
development,D06_revoked_cache,ALL,UEA,random,39499,56.0,56.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,148999.55555555556,3517432.0,121492.44444444444,422.3333333333333,2472.4444444444443,47.111111111111114,0.0,0.0,,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,1.0,0.0,0.0,0.0,,37249.88888888889,62811.28571428572,2169.5079365079364,7.541666666666666,44.15079365079365,0.8412698412698413,4,4,56
development,D06_revoked_cache,ALL,UEA,random,50761,56.0,56.0,0.0,0.0,0.6666666666666666,0.0,6.666666666666667,0.0,0.0,48.666666666666664,0.6666666666666666,0.6666666666666666,0.0,0.0,56.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.333333333333333,349833.1111111111,3517432.0,122762.33333333333,429.1111111111111,2499.777777777778,47.77777777777778,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.11904761904761905,0.0,0.0,0.0,0.869047619047619,1.0,0.0,0.0,0.011904761904761904,1.0,47704.51515151515,62811.28571428572,2192.184523809524,7.662698412698412,44.63888888888889,0.8531746031746031,4,4,56
development,D06_revoked_cache,ALL,UEA,random,58954,56.0,56.0,0.0,0.0,0.8888888888888888,0.0,12.11111111111111,0.0,0.0,43.0,0.8888888888888888,0.8888888888888888,0.0,0.0,56.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,13.0,688109.8888888889,3517432.0,123889.88888888889,433.44444444444446,2526.222222222222,48.44444444444444,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.21626984126984125,0.0,0.0,0.0,0.7678571428571429,1.0,0.0,0.0,0.015873015873015872,1.0,52931.529914529914,62811.28571428572,2212.3194444444443,7.740079365079366,45.11111111111111,0.865079365079365,4,4,56
development,D06_revoked_cache,ALL,UEA,random,62026,56.0,56.0,0.0,0.0,5.444444444444445,0.0,15.555555555555555,0.0,0.0,35.0,5.444444444444445,5.444444444444445,0.0,0.0,56.0,5.444444444444445,5.444444444444445,5.444444444444445,21.0,1282841.4444444445,3517432.0,127772.22222222222,444.1111111111111,2619.777777777778,49.888888888888886,0.09722222222222222,0.0,0.0,0.0,0.09722222222222222,0.2777777777777778,0.0,0.0,0.0,0.625,1.0,0.0,0.0,0.09722222222222222,1.0,61087.687830687835,62811.28571428572,2281.6468253968255,7.930555555555555,46.78174603174603,0.8908730158730158,4,4,56
development,D06_revoked_cache,ALL,UEA,random,66121,56.0,56.0,0.0,0.0,16.22222222222222,0.0,18.77777777777778,0.0,0.0,21.0,16.22222222222222,16.22222222222222,0.0,0.0,56.0,16.22222222222222,16.22222222222222,16.22222222222222,35.0,2231291.0,3517432.0,128675.44444444444,446.1111111111111,2630.8888888888887,49.22222222222222,0.28968253968253965,0.0,0.0,0.0,0.28968253968253965,0.33531746031746035,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.28968253968253965,1.0,63751.171428571426,62811.28571428572,2297.7757936507937,7.966269841269841,46.98015873015873,0.878968253968254,4,4,56
development,D06_revoked_cache,ALL,UEA,random,72264,56.0,56.0,0.0,0.0,16.444444444444443,0.0,18.555555555555554,0.0,0.0,21.0,16.444444444444443,16.444444444444443,0.0,0.0,56.0,16.444444444444443,16.444444444444443,16.444444444444443,35.0,2232542.5555555555,3517432.0,128728.11111111111,446.0,2632.222222222222,49.44444444444444,0.2936507936507936,0.0,0.0,0.0,0.2936507936507936,0.33134920634920634,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.2936507936507936,1.0,63786.93015873016,62811.28571428572,2298.71626984127,7.964285714285714,47.00396825396825,0.8829365079365079,4,4,56
development,D06_revoked_cache,ALL,UEA,random,72267,56.0,56.0,0.0,0.0,23.555555555555557,0.0,20.77777777777778,0.0,0.0,11.666666666666666,23.555555555555557,23.555555555555557,0.0,0.0,56.0,23.555555555555557,23.555555555555557,23.555555555555557,44.333333333333336,2909063.888888889,3517432.0,128782.33333333333,446.1111111111111,2633.4444444444443,49.666666666666664,0.42063492063492064,0.0,0.0,0.0,0.42063492063492064,0.37103174603174605,0.0,0.0,0.0,0.20833333333333331,1.0,0.0,0.0,0.42063492063492064,1.0,65617.98245614035,62811.28571428572,2299.684523809524,7.966269841269841,47.02579365079365,0.8869047619047619,4,4,56
development,D06_revoked_cache,ALL,UEA,random,73290,56.0,56.0,0.0,0.0,35.22222222222222,0.0,20.77777777777778,0.0,0.0,0.0,35.22222222222222,35.22222222222222,0.0,0.0,56.0,35.22222222222222,35.22222222222222,35.22222222222222,56.0,3764102.222222222,3517432.0,128782.33333333333,446.1111111111111,2633.4444444444443,49.666666666666664,0.628968253968254,0.0,0.0,0.0,0.628968253968254,0.37103174603174605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.628968253968254,1.0,67216.11111111111,62811.28571428572,2299.684523809524,7.966269841269841,47.02579365079365,0.8869047619047619,4,4,56
development,D06_revoked_cache,ALL,UEA,random,76363,56.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,4010886.222222222,3517432.0,138791.0,466.8888888888889,2836.222222222222,56.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,71622.96825396825,62811.28571428572,2478.410714285714,8.337301587301587,50.6468253968254,1.0,4,4,56
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,39499,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,50761,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,124635.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,41545.0,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,58954,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,159451.0,784236.0,28446.0,93.0,583.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,53150.333333333336,65353.0,2370.5,7.75,48.583333333333336,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,62026,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,179931.0,784236.0,29249.0,95.0,604.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,59977.0,65353.0,2437.4166666666665,7.916666666666667,50.333333333333336,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,66121,12.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,12.0,3.0,2.0,2.0,3.0,198363.0,784236.0,30191.0,96.0,620.0,12.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.25,1.0,66121.0,65353.0,2515.9166666666665,8.0,51.666666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,72264,12.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,12.0,3.0,2.0,2.0,3.0,198363.0,784236.0,30191.0,96.0,620.0,12.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.25,1.0,66121.0,65353.0,2515.9166666666665,8.0,51.666666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,72267,12.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,12.0,3.0,2.0,2.0,3.0,198363.0,784236.0,30191.0,96.0,620.0,12.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.25,1.0,66121.0,65353.0,2515.9166666666665,8.0,51.666666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,73290,12.0,8.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,12.0,12.0,8.0,8.0,12.0,857964.0,784236.0,30191.0,96.0,620.0,12.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,71497.0,65353.0,2515.9166666666665,8.0,51.666666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,dependency_guided,76363,12.0,8.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,12.0,12.0,8.0,8.0,12.0,877420.0,784236.0,30816.0,100.0,635.0,12.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,73118.33333333333,65353.0,2568.0,8.333333333333334,52.916666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,39499,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,50761,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,124635.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,41545.0,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,58954,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,155355.0,784236.0,27948.0,93.0,573.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,51785.0,65353.0,2329.0,7.75,47.75,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,62026,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,186075.0,784236.0,29487.0,96.0,615.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,62025.0,65353.0,2457.25,8.0,51.25,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,66121,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,198363.0,784236.0,29745.0,96.0,606.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,66121.0,65353.0,2478.75,8.0,50.5,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,72264,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,198363.0,784236.0,29745.0,96.0,606.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,66121.0,65353.0,2478.75,8.0,50.5,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,72267,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,198363.0,784236.0,29745.0,96.0,606.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,66121.0,65353.0,2478.75,8.0,50.5,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,73290,12.0,8.0,4.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,12.0,10.0,6.0,6.0,12.0,857964.0,784236.0,29745.0,96.0,606.0,12.0,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.8333333333333334,1.0,71497.0,65353.0,2478.75,8.0,50.5,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,global_fixed,76363,12.0,8.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,12.0,12.0,8.0,8.0,12.0,897900.0,784236.0,31464.0,102.0,651.0,12.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,74825.0,65353.0,2622.0,8.5,54.25,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,39499,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,50761,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,124635.0,784236.0,27078.0,90.0,552.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,41545.0,65353.0,2256.5,7.5,46.0,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,58954,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,163547.0,784236.0,28498.0,93.0,579.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,54515.666666666664,65353.0,2374.8333333333335,7.75,48.25,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,62026,12.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,173787.0,784236.0,29011.0,94.0,593.0,12.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,,57929.0,65353.0,2417.5833333333335,7.833333333333333,49.416666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,66121,12.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,12.0,3.0,2.0,2.0,3.0,198363.0,784236.0,30191.0,96.0,620.0,12.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.25,1.0,66121.0,65353.0,2515.9166666666665,8.0,51.666666666666664,1.0,12,4,12
development,D06_revoked_cache,failure_stress,ALL,metric_static,72264,12.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,12.0,3.0,2.0,2.0,3.0,198363.0,784236.0,30191.0,96.0,620.0,12.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,0.0,0.25,1.0,66121.0,65353.0,2515.9166666666665,8.0,51.666666666666664,1.0,12,4,12
