phase,run_id,artifact_id,depth,expected_depth,match,paths,truncated
g,run-6a1a78cfe85dae42e7645117,artifact-d942b4791eb5eb43,4,4,True,11,False
g,run-6a1a78cfe85dae42e7645117,artifact-30b453c3f2fa0819,2,2,True,5,False
g,run-2aa9fc0efc96a5679c552641,artifact-4c9b666872fb3f2a,2,2,True,3,False
g,run-2aa9fc0efc96a5679c552641,artifact-22c5a9bd80dfa06a,0,0,True,1,False
g,run-2aa9fc0efc96a5679c552641,artifact-db5c655247458cc9,4,4,True,11,False
g,run-2aa9fc0efc96a5679c552641,artifact-e98e7f22af50f6f1,2,2,True,5,False
g,run-eb50d0e9e080a73807c3bfdb,artifact-e2324983ac7f1077,2,2,True,3,False
g,run-eb50d0e9e080a73807c3bfdb,artifact-acdb041dac062ea7,0,0,True,1,False
g,run-eb50d0e9e080a73807c3bfdb,artifact-d48fb03a3e4de6f2,4,4,True,11,False
g,run-eb50d0e9e080a73807c3bfdb,artifact-56ad69aca5d1131a,2,2,True,5,False
g,run-5aa098ae0ac71655c9db13dc,artifact-bef5e2713bea4aa7,2,2,True,3,False
g,run-5aa098ae0ac71655c9db13dc,artifact-f96eba2c50c3dbea,0,0,True,1,False
g,run-5aa098ae0ac71655c9db13dc,artifact-4bc441ebcda91c89,4,4,True,11,False
g,run-5aa098ae0ac71655c9db13dc,artifact-263087c86c6b4453,2,2,True,5,False
g,run-aebcc6a789cc550822ce7f07,artifact-868b83dad733ded1,2,2,True,3,False
g,run-aebcc6a789cc550822ce7f07,artifact-3e6f7d91c7909110,0,0,True,1,False
g,run-aebcc6a789cc550822ce7f07,artifact-8d9c23ec5ee84e09,4,4,True,11,False
g,run-aebcc6a789cc550822ce7f07,artifact-f6611cda864a8f7e,2,2,True,5,False
g,run-9a14c9100392b7a6d6cfacf3,artifact-58db5a190905310a,2,2,True,3,False
g,run-9a14c9100392b7a6d6cfacf3,artifact-4e10e10192f69c38,0,0,True,1,False
g,run-9a14c9100392b7a6d6cfacf3,artifact-7ae07e7d1a118f65,4,4,True,11,False
g,run-9a14c9100392b7a6d6cfacf3,artifact-a0bd9d7ffb2f83b8,2,2,True,5,False
g,run-4f93bcfffa071e8f2de74e00,artifact-a554b09cb0a10e2f,2,2,True,3,False
g,run-4f93bcfffa071e8f2de74e00,artifact-f8e79ce78d33f10e,2,2,True,3,False
g,run-d9bea6c6633243ed682a66f2,artifact-13f7a165314f8e13,2,2,True,3,False
g,run-d9bea6c6633243ed682a66f2,artifact-946b1f2bd665dbf2,2,2,True,3,False
g,run-9496ee08414044365cf462f2,artifact-d5610f710fd65b73,2,2,True,3,False
g,run-9496ee08414044365cf462f2,artifact-dcd3a8162bea30bb,2,2,True,3,False
g,run-ec2ef3608e26046c45ab07e9,artifact-129d633415c93810,2,2,True,3,False
g,run-ec2ef3608e26046c45ab07e9,artifact-6feb5d7e48978ca1,2,2,True,3,False
g,run-c710dcbc8f7cc87a2b2c69d4,artifact-41ece892c015b105,2,2,True,3,False
g,run-c710dcbc8f7cc87a2b2c69d4,artifact-70252f90da1c08c8,2,2,True,3,False
g,run-57bf0d64020823cce81dd014,artifact-e84a8897cdd73313,2,2,True,3,False
g,run-57bf0d64020823cce81dd014,artifact-f32be4b7d4698843,2,2,True,3,False
g,run-15c2f5d3c2b1f0137a58812b,artifact-2d38024f1a23078c,2,2,True,3,False
g,run-15c2f5d3c2b1f0137a58812b,artifact-0834a1ee157b9f83,2,2,True,3,False
g,run-ad3da2033d65458a7180445c,artifact-de51068650d7e487,2,2,True,3,False
g,run-ad3da2033d65458a7180445c,artifact-4cdbc85b40383914,2,2,True,3,False
g,run-5dcda5e26f3bbb53b45f28a7,artifact-992bf832ead69d05,2,2,True,3,False
g,run-5dcda5e26f3bbb53b45f28a7,artifact-45c3eb50f021b7d4,2,2,True,3,False
g,run-eaf85eea0b1f5f47caf23c5f,artifact-ea4e9ef847fe8b6a,2,2,True,3,False
g,run-eaf85eea0b1f5f47caf23c5f,artifact-d942b4791eb5eb43,2,2,True,3,False
g,run-b1a2e91fffdb3b45ccbd29e6,artifact-4c9b666872fb3f2a,2,2,True,3,False
g,run-b1a2e91fffdb3b45ccbd29e6,artifact-db5c655247458cc9,2,2,True,3,False
g,run-a693114e59d943bd2b26a10d,artifact-e2324983ac7f1077,2,2,True,3,False
g,run-a693114e59d943bd2b26a10d,artifact-d48fb03a3e4de6f2,2,2,True,3,False
g,run-fcbcd20d63249692fd7789db,artifact-bef5e2713bea4aa7,2,2,True,3,False
g,run-fcbcd20d63249692fd7789db,artifact-4bc441ebcda91c89,2,2,True,3,False
g,run-63bb32da3579c375394555f8,artifact-868b83dad733ded1,2,2,True,3,False
g,run-63bb32da3579c375394555f8,artifact-8d9c23ec5ee84e09,2,2,True,3,False
g,run-ab34f77b36727f389c489bd7,artifact-58db5a190905310a,2,2,True,3,False
g,run-ab34f77b36727f389c489bd7,artifact-7ae07e7d1a118f65,2,2,True,3,False
g,run-bf6bf325f7dd79136ecdbca1,artifact-0c1490ccca2e0f57,2,2,True,3,False
g,run-bf6bf325f7dd79136ecdbca1,artifact-4565f84e54923d4a,0,0,True,1,False
g,run-bf6bf325f7dd79136ecdbca1,artifact-d88a1b58f6ab5ec2,4,4,True,11,False
g,run-bf6bf325f7dd79136ecdbca1,artifact-72319a967d011fc4,2,2,True,5,False
g,run-bf6bf325f7dd79136ecdbca1,artifact-efd3b0847bda55e8,2,2,True,3,False
g,run-c808300d6ea2a82f19f71b89,artifact-e0e391d54c1543c0,2,2,True,3,False
g,run-c808300d6ea2a82f19f71b89,artifact-cabe13655fd38407,0,0,True,1,False
g,run-c808300d6ea2a82f19f71b89,artifact-43f06d10a31ac0d5,4,4,True,11,False
g,run-c808300d6ea2a82f19f71b89,artifact-5ec625dad9ba241e,2,2,True,5,False
g,run-c808300d6ea2a82f19f71b89,artifact-d9bd8997a6c12476,2,2,True,3,False
g,run-bf563a4305db2bb1a1932a33,artifact-d7605219510e2286,2,2,True,3,False
g,run-bf563a4305db2bb1a1932a33,artifact-283c8bea4194f94c,0,0,True,1,False
g,run-bf563a4305db2bb1a1932a33,artifact-2ffcdeecb3d87135,4,4,True,11,False
g,run-bf563a4305db2bb1a1932a33,artifact-52e570a46d77c73e,2,2,True,5,False
g,run-bf563a4305db2bb1a1932a33,artifact-5e218896a0528b40,2,2,True,3,False
g,run-ca695b7b2801d3396810692a,artifact-e58a30736e01989e,2,2,True,3,False
g,run-ca695b7b2801d3396810692a,artifact-09d8b43e35e725e0,0,0,True,1,False
g,run-ca695b7b2801d3396810692a,artifact-4b00cf902415c3ed,4,4,True,11,False
g,run-ca695b7b2801d3396810692a,artifact-abdc5046b78176b2,2,2,True,5,False
g,run-ca695b7b2801d3396810692a,artifact-a362644e4fa657e9,2,2,True,3,False
g,run-9f531ce92bb49439a337ea5e,artifact-cb6db77759f1878a,2,2,True,3,False
g,run-9f531ce92bb49439a337ea5e,artifact-e3e32c9d94726654,0,0,True,1,False
g,run-9f531ce92bb49439a337ea5e,artifact-60667d515b4b3724,4,4,True,11,False
g,run-9f531ce92bb49439a337ea5e,artifact-c0dc9bf7f4d8eb83,2,2,True,5,False
g,run-9f531ce92bb49439a337ea5e,artifact-3f881ab7d5ff2b14,2,2,True,3,False
g,run-29788cd62f5f7ffb2a5d65a5,artifact-a794f4371f6813b7,2,2,True,3,False
g,run-29788cd62f5f7ffb2a5d65a5,artifact-4136834a9adaf1b1,0,0,True,1,False
g,run-29788cd62f5f7ffb2a5d65a5,artifact-8b755ffa150895ff,4,4,True,11,False
g,run-29788cd62f5f7ffb2a5d65a5,artifact-afd94995a430361a,2,2,True,5,False
g,run-29788cd62f5f7ffb2a5d65a5,artifact-fa959f798503567d,2,2,True,3,False
g,run-e0f2a3ac012d0b00740b5cf7,artifact-46b97928c917d3d5,2,2,True,3,False
g,run-e0f2a3ac012d0b00740b5cf7,artifact-cf9cfbe54b44a306,0,0,True,1,False
g,run-e0f2a3ac012d0b00740b5cf7,artifact-470bb90814fed62f,4,4,True,11,False
g,run-e0f2a3ac012d0b00740b5cf7,artifact-b00d502d6429431e,2,2,True,5,False
g,run-e0f2a3ac012d0b00740b5cf7,artifact-6e247491ffd00c30,2,2,True,3,False
g,run-368427b94294ec9e9b959259,artifact-0dcf52680a79cb26,2,2,True,3,False
g,run-368427b94294ec9e9b959259,artifact-c519450206431204,0,0,True,1,False
g,run-368427b94294ec9e9b959259,artifact-fa8db8472d016055,4,4,True,11,False
g,run-368427b94294ec9e9b959259,artifact-1d18b6bd0b42f6e2,2,2,True,5,False
g,run-368427b94294ec9e9b959259,artifact-ed5df6f91b496cf2,2,2,True,3,False
g,run-e845a016887b040ff1a06f38,artifact-4cc0e6662b556fce,2,2,True,3,False
g,run-e845a016887b040ff1a06f38,artifact-0fa670458ffefde5,0,0,True,1,False
g,run-e845a016887b040ff1a06f38,artifact-0cbb18448fcec27f,4,4,True,11,False
g,run-e845a016887b040ff1a06f38,artifact-f95fdbe8c9c23cdc,2,2,True,5,False
g,run-e845a016887b040ff1a06f38,artifact-0318c04c2d71a4a1,2,2,True,3,False
g,run-7adc1e51bdeaf900fb422673,artifact-6fe5172b8e2f6300,2,2,True,3,False
g,run-7adc1e51bdeaf900fb422673,artifact-8923cf1334983db7,0,0,True,1,False
g,run-7adc1e51bdeaf900fb422673,artifact-6d66e3542714d780,4,4,True,11,False
g,run-7adc1e51bdeaf900fb422673,artifact-a2aab01b0741c396,2,2,True,5,False
g,run-7adc1e51bdeaf900fb422673,artifact-846f5e21491cccd1,2,2,True,3,False
g,run-5d484d57d71f21987da8c164,artifact-24aa118a9f5e4722,2,2,True,3,False
g,run-5d484d57d71f21987da8c164,artifact-2f0ea23445b82988,0,0,True,1,False
g,run-5d484d57d71f21987da8c164,artifact-bc949c03b9bbf6a0,4,4,True,11,False
g,run-5d484d57d71f21987da8c164,artifact-5f85e9cdaa5ee094,2,2,True,5,False
g,run-5d484d57d71f21987da8c164,artifact-40cc3188eac6d5ef,2,2,True,3,False
g,run-3ae04e19cf0e7c488705f81c,artifact-67b3d927f0fd92ad,2,2,True,3,False
g,run-3ae04e19cf0e7c488705f81c,artifact-ed43e0e8e9934502,0,0,True,1,False
g,run-3ae04e19cf0e7c488705f81c,artifact-60eeb118a1ca86cf,4,4,True,11,False
g,run-3ae04e19cf0e7c488705f81c,artifact-9283d87219eb5612,2,2,True,5,False
g,run-3ae04e19cf0e7c488705f81c,artifact-93c14a85d213f274,2,2,True,3,False
g,run-34b1569c05b0c3a3da25b7c8,artifact-b101028f1fe352ee,2,2,True,3,False
g,run-34b1569c05b0c3a3da25b7c8,artifact-7416d0ffb5f508e1,0,0,True,1,False
g,run-34b1569c05b0c3a3da25b7c8,artifact-ee2573751eaf8001,4,4,True,11,False
g,run-34b1569c05b0c3a3da25b7c8,artifact-8920202024a4dc17,2,2,True,5,False
g,run-34b1569c05b0c3a3da25b7c8,artifact-a8f7c934727b6e72,2,2,True,3,False
g,run-09271cf6cf6fefc9a3e81259,artifact-c96b638de170e9d9,2,2,True,3,False
g,run-09271cf6cf6fefc9a3e81259,artifact-00636b561cdcd65d,0,0,True,1,False
g,run-09271cf6cf6fefc9a3e81259,artifact-423df0701e5784cd,4,4,True,11,False
g,run-09271cf6cf6fefc9a3e81259,artifact-5f09957d8f3a7aab,2,2,True,5,False
g,run-09271cf6cf6fefc9a3e81259,artifact-c61e162f0cb36f3a,2,2,True,3,False
g,run-7fd7cb5cb0d48b6a7127ace7,artifact-0cb6b69cc31d858e,2,2,True,3,False
g,run-7fd7cb5cb0d48b6a7127ace7,artifact-4729dd9b1767fb83,0,0,True,1,False
g,run-7fd7cb5cb0d48b6a7127ace7,artifact-bd288dbd150a47fb,4,4,True,11,False
g,run-7fd7cb5cb0d48b6a7127ace7,artifact-f847aad22f7d7fb5,2,2,True,5,False
g,run-7fd7cb5cb0d48b6a7127ace7,artifact-886f8309bcba1e26,2,2,True,3,False
g,run-17994a2f094922346f961133,artifact-0f62036f541e980c,2,2,True,3,False
g,run-17994a2f094922346f961133,artifact-8890f484b80e5a7d,2,2,True,3,False
g,run-17994a2f094922346f961133,artifact-5f6a6c53163f176a,0,0,True,1,False
g,run-17994a2f094922346f961133,artifact-2f8a93914b95a561,4,4,True,11,False
g,run-17994a2f094922346f961133,artifact-6625e2a39bcda8a3,2,2,True,5,False
g,run-8ed0486005dfbb950783657d,artifact-a507606712b9b15a,2,2,True,3,False
g,run-8ed0486005dfbb950783657d,artifact-81581c961e2ffaa4,2,2,True,3,False
g,run-8ed0486005dfbb950783657d,artifact-32056fb6b8950968,0,0,True,1,False
g,run-8ed0486005dfbb950783657d,artifact-ae7297653d24e6ad,4,4,True,11,False
g,run-8ed0486005dfbb950783657d,artifact-206dc6aa226c8276,2,2,True,5,False
g,run-78d630ab220329b0f8c9d4a1,artifact-37293256051e71e7,2,2,True,3,False
g,run-78d630ab220329b0f8c9d4a1,artifact-a69ffd7b04338b0d,2,2,True,3,False
g,run-78d630ab220329b0f8c9d4a1,artifact-62feb5e47733674e,0,0,True,1,False
g,run-78d630ab220329b0f8c9d4a1,artifact-9247c0d5201c2d4c,4,4,True,11,False
g,run-78d630ab220329b0f8c9d4a1,artifact-e4b33e7b5570f7b4,2,2,True,5,False
g,run-d064ba6b623b68b117cccfa5,artifact-409b9ce6f8eb4e15,2,2,True,3,False
g,run-d064ba6b623b68b117cccfa5,artifact-f980253ba4235e36,2,2,True,3,False
g,run-d064ba6b623b68b117cccfa5,artifact-5cb31555e83dfc7f,0,0,True,1,False
g,run-d064ba6b623b68b117cccfa5,artifact-6b3c44ce0a617dcf,4,4,True,11,False
g,run-d064ba6b623b68b117cccfa5,artifact-6cb3e342cbd4fb78,2,2,True,5,False
g,run-c7653974463d3b73fca225e3,artifact-5b0561c4a4041d61,2,2,True,3,False
g,run-c7653974463d3b73fca225e3,artifact-4f5eb79e8d6c473d,2,2,True,3,False
g,run-c7653974463d3b73fca225e3,artifact-0cb6ba551cf0ff04,0,0,True,1,False
g,run-c7653974463d3b73fca225e3,artifact-1b2b8947b2689b9f,4,4,True,11,False
g,run-c7653974463d3b73fca225e3,artifact-190a16e635cdcd2f,2,2,True,5,False
g,run-257d161f80f91123f3ae977d,artifact-2d2a7fbf499aab03,2,2,True,3,False
g,run-257d161f80f91123f3ae977d,artifact-22a14d06cb95d5fe,2,2,True,3,False
g,run-257d161f80f91123f3ae977d,artifact-c61469b4e0c7d65f,0,0,True,1,False
g,run-257d161f80f91123f3ae977d,artifact-15851184c0c44bd7,4,4,True,11,False
g,run-257d161f80f91123f3ae977d,artifact-56030ccc5d7c7350,2,2,True,5,False
g,run-2b598a43f1a9307e9d8b1394,artifact-def62529d431078e,2,2,True,3,False
g,run-2b598a43f1a9307e9d8b1394,artifact-414beaeb0ec3c0ca,2,2,True,3,False
g,run-2b598a43f1a9307e9d8b1394,artifact-f394771ff38b03fb,0,0,True,1,False
g,run-2b598a43f1a9307e9d8b1394,artifact-eb745043e10c2685,4,4,True,11,False
g,run-2b598a43f1a9307e9d8b1394,artifact-b6e7beaf9f4342f9,2,2,True,5,False
g,run-cafaffb9388668d90929a80e,artifact-cf1fb1dd1eee7aba,2,2,True,3,False
g,run-cafaffb9388668d90929a80e,artifact-f95561df970c9170,2,2,True,3,False
g,run-cafaffb9388668d90929a80e,artifact-e5f3d75cdd244111,0,0,True,1,False
g,run-cafaffb9388668d90929a80e,artifact-044d892081f97718,4,4,True,11,False
g,run-cafaffb9388668d90929a80e,artifact-81c5d310b114529e,2,2,True,5,False
g,run-97ce17e3d89f14f1f7210d7b,artifact-daada32938e55be3,2,2,True,3,False
g,run-97ce17e3d89f14f1f7210d7b,artifact-4d48a54d8c929660,2,2,True,3,False
g,run-97ce17e3d89f14f1f7210d7b,artifact-e20aca8e62265e64,0,0,True,1,False
g,run-97ce17e3d89f14f1f7210d7b,artifact-06a223f9086b2bc1,4,4,True,11,False
g,run-97ce17e3d89f14f1f7210d7b,artifact-68060a308bdba9d1,2,2,True,5,False
g,run-33daeee790e4e8707d61d689,artifact-e76aac1f227a47cc,2,2,True,3,False
g,run-33daeee790e4e8707d61d689,artifact-0d7bfabfbdcd037a,2,2,True,3,False
g,run-33daeee790e4e8707d61d689,artifact-85f7f8552b69c310,0,0,True,1,False
g,run-33daeee790e4e8707d61d689,artifact-3fc6d41b246ad708,4,4,True,11,False
g,run-33daeee790e4e8707d61d689,artifact-af62d9e29227f7d8,2,2,True,5,False
g,run-cc02ac4add36e4fd38f0748d,artifact-5a13621837b385be,2,2,True,3,False
g,run-cc02ac4add36e4fd38f0748d,artifact-d4bdaab1c225f4ea,2,2,True,3,False
g,run-cc02ac4add36e4fd38f0748d,artifact-edb9151d452bbbc7,0,0,True,1,False
g,run-cc02ac4add36e4fd38f0748d,artifact-ece3c636d0027a33,4,4,True,11,False
g,run-cc02ac4add36e4fd38f0748d,artifact-cbb0cf380c75fb20,2,2,True,5,False
g,run-d3950493d9fe2b1acc1cb954,artifact-a7cfc5c3df7775a7,2,2,True,3,False
g,run-d3950493d9fe2b1acc1cb954,artifact-a9f92c83794bd0fb,2,2,True,3,False
g,run-d3950493d9fe2b1acc1cb954,artifact-69081726c010cfa6,0,0,True,1,False
g,run-d3950493d9fe2b1acc1cb954,artifact-2b6995e77e9acf05,4,4,True,11,False
g,run-d3950493d9fe2b1acc1cb954,artifact-616a65cfd0176e41,2,2,True,5,False
g,run-95f764c0d94321c1c746adf7,artifact-0c6291ac984d7bb4,2,2,True,3,False
g,run-95f764c0d94321c1c746adf7,artifact-44ae1b0621822d18,2,2,True,3,False
g,run-95f764c0d94321c1c746adf7,artifact-16a000b9c201e14f,0,0,True,1,False
g,run-95f764c0d94321c1c746adf7,artifact-83d5c485ae2540dd,4,4,True,11,False
g,run-95f764c0d94321c1c746adf7,artifact-be5b6768d590048c,2,2,True,5,False
g,run-0207fb2264e482fd68e4ddbe,artifact-f3ce7baaa003377d,2,2,True,3,False
g,run-0207fb2264e482fd68e4ddbe,artifact-1b767e6e6ca5a40f,2,2,True,3,False
g,run-0207fb2264e482fd68e4ddbe,artifact-46b05bdd38c7a67c,0,0,True,1,False
g,run-0207fb2264e482fd68e4ddbe,artifact-959936eb47e3deb6,4,4,True,11,False
g,run-0207fb2264e482fd68e4ddbe,artifact-4450a1b9eba5133f,2,2,True,5,False
g,run-3b3e251a428cfdb268d5a5ac,artifact-57ad2af434a1b094,2,2,True,3,False
g,run-3b3e251a428cfdb268d5a5ac,artifact-8b74b72822485a95,2,2,True,3,False
g,run-3b3e251a428cfdb268d5a5ac,artifact-b7a81316fa0847f1,0,0,True,1,False
g,run-3b3e251a428cfdb268d5a5ac,artifact-7c96b59e3aa2c928,4,4,True,11,False
g,run-3b3e251a428cfdb268d5a5ac,artifact-f0e6183a7b0bf1c1,2,2,True,5,False
h,run-fbad8a39b7cc31a550568816,artifact-1ea2a9bbfa9e7612,2,2,True,3,False
h,run-fbad8a39b7cc31a550568816,artifact-4f9dfe31bac8356e,2,2,True,3,False
h,run-f43c2fb1768855335bdc789b,artifact-b8cf1f6ee2be96b4,2,2,True,3,False
h,run-f43c2fb1768855335bdc789b,artifact-ebe5ea228474a577,2,2,True,3,False
h,run-4de2ea06069a6e6f01633c9b,artifact-e3c4df6f743ed2b5,2,2,True,3,False
h,run-4de2ea06069a6e6f01633c9b,artifact-f0ea7d9b1e7230ac,2,2,True,3,False
h,run-9e8ff405ee9e069a97f57f5e,artifact-aabc567afdcfbd7b,2,2,True,3,False
h,run-9e8ff405ee9e069a97f57f5e,artifact-c908ace5eeb556b7,2,2,True,3,False
h,run-cba2bafad314c68de4217f95,artifact-72c62f2c4e289b90,2,2,True,3,False
h,run-cba2bafad314c68de4217f95,artifact-a976ac587b418a63,2,2,True,3,False
h,run-c7edbf083a338feee9eff32f,artifact-7ff3e6de9464f91a,2,2,True,3,False
h,run-c7edbf083a338feee9eff32f,artifact-fa126a2f6fb0b882,2,2,True,3,False
h,run-c8880c93390da4336e36bf5f,artifact-a21731f3f8ec8965,2,2,True,3,False
h,run-c8880c93390da4336e36bf5f,artifact-12aa338465756851,2,2,True,3,False
h,run-58020a734bdbec3bef1f29d1,artifact-169e4e1b230199ef,2,2,True,3,False
h,run-58020a734bdbec3bef1f29d1,artifact-be7ea08a05ad9f23,2,2,True,3,False
h,run-70dcf32524213a52b6682870,artifact-8155b3ef75fcce06,2,2,True,3,False
h,run-70dcf32524213a52b6682870,artifact-0e95084b99ce3fe8,2,2,True,3,False
h,run-9667b43d23147d2c3141c384,artifact-08c87fe324f655fe,2,2,True,3,False
h,run-9667b43d23147d2c3141c384,artifact-722d1c7b612030b0,2,2,True,3,False
h,run-6005f54dfb2a6c11f10b9b37,artifact-9d3d3e9a68f1dbc1,2,2,True,3,False
h,run-6005f54dfb2a6c11f10b9b37,artifact-396da73a799f5a6c,2,2,True,3,False
h,run-e19dd7225d70a22c027f5db3,artifact-3ba37d999fd602d9,2,2,True,3,False
h,run-e19dd7225d70a22c027f5db3,artifact-d6af1c9e71eb6de0,2,2,True,3,False
h,run-3f8274acd2e68e807fd84049,artifact-ed14218de02b54d6,2,2,True,3,False
h,run-3f8274acd2e68e807fd84049,artifact-99e5c4fc0ef886fa,2,2,True,3,False
h,run-f25d400072dd342ec0bd7ffb,artifact-d3d98fd2112c78ef,2,2,True,3,False
h,run-f25d400072dd342ec0bd7ffb,artifact-ed4a3713099ad027,2,2,True,3,False
h,run-c0602b48013ab8bcc0279dfe,artifact-1b0f2cf79d8165eb,2,2,True,3,False
h,run-c0602b48013ab8bcc0279dfe,artifact-32c25bac83a8b7e0,2,2,True,3,False
h,run-f4e520588e77a996851d27cc,artifact-7cd76888373435a4,2,2,True,3,False
h,run-f4e520588e77a996851d27cc,artifact-84a7a147c7f58814,4,4,True,11,False
h,run-f4e520588e77a996851d27cc,artifact-34a6ae0549714e30,4,4,True,11,False
h,run-77cef125a62ce13b9e73d708,artifact-6037c1a4e52fdf7b,2,2,True,3,False
h,run-77cef125a62ce13b9e73d708,artifact-4f1cb63e5b98b8bf,4,4,True,11,False
h,run-77cef125a62ce13b9e73d708,artifact-53243806b002e689,4,4,True,11,False
h,run-6ebc81de63dd3fa1ea40c57c,artifact-de010bb335be717d,2,2,True,3,False
h,run-6ebc81de63dd3fa1ea40c57c,artifact-9f3a95e3c9eedc81,4,4,True,11,False
h,run-6ebc81de63dd3fa1ea40c57c,artifact-94379c15f22422ea,4,4,True,11,False
h,run-ebcc32652e6f9ef57fa66f8c,artifact-a4c8d53859654599,2,2,True,3,False
h,run-ebcc32652e6f9ef57fa66f8c,artifact-e3f9799aee13015b,4,4,True,11,False
h,run-ebcc32652e6f9ef57fa66f8c,artifact-3526fb83ef44a664,4,4,True,11,False
h,run-72deb6c9ee612d8b7986b5a5,artifact-c982b7b0eba16af0,2,2,True,3,False
h,run-72deb6c9ee612d8b7986b5a5,artifact-2172079fc07cc657,4,4,True,11,False
h,run-72deb6c9ee612d8b7986b5a5,artifact-847bd0c29bebc5c1,4,4,True,11,False
h,run-ee55b71badbf0dd68404e94a,artifact-8a65bdf23ecbb792,2,2,True,3,False
h,run-ee55b71badbf0dd68404e94a,artifact-1c626178f4ebdeb2,4,4,True,11,False
h,run-ee55b71badbf0dd68404e94a,artifact-20d9c53654c7466f,4,4,True,11,False
h,run-3e7b69095aeacf53dfe67162,artifact-6797b18497c5055a,2,2,True,3,False
h,run-3e7b69095aeacf53dfe67162,artifact-53bb2936a8143ecd,4,4,True,11,False
h,run-3e7b69095aeacf53dfe67162,artifact-7208e1f004fa1752,4,4,True,11,False
h,run-a2952d6710cb7828e97a6b49,artifact-94cf8f5055e8d430,2,2,True,3,False
h,run-a2952d6710cb7828e97a6b49,artifact-5254a2c2c7a4e841,4,4,True,11,False
h,run-a2952d6710cb7828e97a6b49,artifact-d9812ca85932a4ba,4,4,True,11,False
h,run-b94a3f9514db9ebab86ff4f1,artifact-e51174e7a71dc82f,2,2,True,3,False
h,run-b94a3f9514db9ebab86ff4f1,artifact-5e7ec8fa110c5369,4,4,True,11,False
h,run-b94a3f9514db9ebab86ff4f1,artifact-34eac86e8eec5855,4,4,True,11,False
h,run-1b4d91259d9392c1df543866,artifact-c82db800beeba8ab,2,2,True,3,False
h,run-1b4d91259d9392c1df543866,artifact-9cef70ee98f2ff5d,4,4,True,11,False
h,run-1b4d91259d9392c1df543866,artifact-b4c4e1218f79973f,4,4,True,11,False
h,run-43212ed86ceb2d00a4c0e687,artifact-05756973b820901b,2,2,True,3,False
h,run-43212ed86ceb2d00a4c0e687,artifact-0e8067b5a78f90d0,4,4,True,11,False
h,run-43212ed86ceb2d00a4c0e687,artifact-fb00da00652bbed9,4,4,True,11,False
h,run-8c381aa1e1d84770499897f9,artifact-70a4bcace9547811,2,2,True,3,False
h,run-8c381aa1e1d84770499897f9,artifact-f1f824b08dbb8099,4,4,True,11,False
h,run-8c381aa1e1d84770499897f9,artifact-ab12953a1165633e,4,4,True,11,False
h,run-a1f1331a81a5f7ed58700144,artifact-47829313f8b678b7,2,2,True,3,False
h,run-a1f1331a81a5f7ed58700144,artifact-9472af9169eacb29,4,4,True,11,False
h,run-a1f1331a81a5f7ed58700144,artifact-ad5b46988d1ce3d9,4,4,True,11,False
h,run-c01e05cbbe24d4a9ac6919cf,artifact-74822d43d759ba67,2,2,True,3,False
h,run-c01e05cbbe24d4a9ac6919cf,artifact-018eac5b236bbfdb,4,4,True,11,False
h,run-c01e05cbbe24d4a9ac6919cf,artifact-a11b40205da3825c,4,4,True,11,False
h,run-5be4d7e7e25ec6c46661b3c9,artifact-a0b7a3a564b1315d,2,2,True,3,False
h,run-5be4d7e7e25ec6c46661b3c9,artifact-23a8131fde7e64b8,4,4,True,11,False
h,run-5be4d7e7e25ec6c46661b3c9,artifact-5a7dc7325504ca1a,4,4,True,11,False
h,run-a203c9a5ab53cfe4d3838de4,artifact-34ba24975c062155,2,2,True,3,False
h,run-a203c9a5ab53cfe4d3838de4,artifact-0a9b8b64a21ea6c1,2,2,True,3,False
h,run-7832d5c071dffc9644ccca92,artifact-1e90b8819ece36f9,2,2,True,3,False
h,run-7832d5c071dffc9644ccca92,artifact-ea0139cb0dad25f7,2,2,True,3,False
h,run-f4194ba5921032f8141b146a,artifact-c07c55e1122db5bd,2,2,True,3,False
h,run-f4194ba5921032f8141b146a,artifact-ec83a7407351c779,2,2,True,3,False
h,run-ef51fb2b27eb70f9352ecced,artifact-3918b88d6b540f6c,2,2,True,3,False
h,run-ef51fb2b27eb70f9352ecced,artifact-60e674daa5c8e22b,2,2,True,3,False
h,run-6d44d2924ce4e0e3269ee6ea,artifact-4601232a8bb71bde,2,2,True,3,False
h,run-6d44d2924ce4e0e3269ee6ea,artifact-b3bf12cf6995c70b,2,2,True,3,False
h,run-f193e07b15904e3b362d2507,artifact-da5ed71e1e4afd80,2,2,True,3,False
h,run-f193e07b15904e3b362d2507,artifact-65dd18dee3b6c062,2,2,True,3,False
h,run-23d0103a0174f8b3294bee5e,artifact-a29ccd089ec4e013,2,2,True,3,False
h,run-23d0103a0174f8b3294bee5e,artifact-dfa4dc4a71bb0b4d,2,2,True,3,False
h,run-08fb2a735b738ec5c94d134a,artifact-7d2d1e2de0d31a6b,2,2,True,3,False
h,run-08fb2a735b738ec5c94d134a,artifact-467f587593fd894f,2,2,True,3,False
h,run-954ebab4671eced287d4a2ab,artifact-942928a7979c875e,2,2,True,3,False
h,run-954ebab4671eced287d4a2ab,artifact-01aea308e71d445b,2,2,True,3,False
h,run-7b56c8fe93857eb38c62ff24,artifact-7f0c389120788994,2,2,True,3,False
h,run-7b56c8fe93857eb38c62ff24,artifact-187b4ea1841a04af,2,2,True,3,False
